Household_ID,State,District,Area,Family_Size,Income,Expenses,Savings,Education,Occupation,Own_House,Vehicles,Electricity_Usage,Water_Source,Internet,Bank_Balance,Loan_Amount,Credit_Score
HH00607,Punjab,A,Rural,2,157908,141409,16499,Graduate,Student,No,2,122.6,Borewell,Yes,1811443.01,94851.33,842
HH00608,Punjab,A,Urban,2,196158,83844,112314,Graduate,Labor,Yes,2,543.7,Well,No,854018.28,729308.77,590
HH00609,Tamil Nadu,B,Rural,2,30306,17926,12380,Secondary,Farmer,Yes,1,649.1,Tap,No,848023.41,1118561.42,328
HH00610,Delhi,B,Rural,3,246292,178818,67474,Secondary,Student,Yes,1,213.1,Borewell,No,273167.19,1205989.72,818
HH00611,Karnataka,D,Rural,2,116503,97833,18670,Primary,Business,Yes,2,234.6,Well,No,977071.33,530785.21,656
HH00612,Delhi,A,Urban,6,203273,167415,35858,Postgraduate,Farmer,Yes,1,281.1,Well,Yes,1601489.48,490510.3,445
HH00613,Gujarat,C,Urban,5,71332,43592,27740,Secondary,Labor,No,1,399.0,Tap,Yes,131458.18,260510.54,567
HH00614,Punjab,A,Urban,1,174448,168034,6414,Primary,Engineer,No,1,471.8,Tap,No,273847.8,1237240.86,327
HH00615,Maharashtra,C,Urban,3,255626,111112,144514,Graduate,Student,Yes,0,190.0,Tap,Yes,975578.38,669183.36,524
HH00616,Karnataka,D,Urban,5,207275,118576,88699,Primary,Teacher,Yes,4,240.5,Well,Yes,608244.99,272728.31,459
HH00617,Maharashtra,D,Rural,6,94517,39373,55144,Postgraduate,Business,No,2,400.7,Tanker,Yes,1136673.07,724165.88,324
HH00618,Maharashtra,B,Rural,7,157877,165521,-7644,Postgraduate,Labor,No,4,399.9,Tap,Yes,942459.61,837430.5,428
HH00619,Maharashtra,A,Rural,6,279198,280193,-995,Primary,Doctor,Yes,0,93.8,Well,No,1858366.36,766601.75,678
HH00620,Gujarat,B,Urban,1,32677,21394,11283,Secondary,Farmer,No,2,568.2,Well,Yes,1293918.79,289795.93,871
HH00621,Maharashtra,D,Urban,4,37283,38207,-924,Secondary,Doctor,Yes,3,618.6,Tap,No,1198010.29,246940.26,829
HH00622,Punjab,B,Rural,9,31614,19484,12130,Primary,Student,Yes,2,135.1,Tap,Yes,712077.72,730795.35,622
HH00623,Delhi,D,Urban,10,197131,121206,75925,Secondary,Labor,Yes,4,423.9,Tanker,Yes,1532672.93,1166254.72,599
HH00624,Karnataka,C,Urban,6,13406,8725,4681,Postgraduate,Farmer,No,3,338.9,Borewell,Yes,198450.67,1352174.15,783
HH00625,Tamil Nadu,A,Urban,9,182378,134359,48019,Primary,Engineer,No,2,881.4,Borewell,Yes,903998.05,1036977.11,759
HH00626,Delhi,C,Urban,4,173921,187622,-13701,Secondary,Teacher,Yes,4,179.4,Tanker,Yes,431115.19,1452623.82,793
HH00627,Maharashtra,D,Rural,7,138668,88132,50536,Primary,Labor,No,1,527.0,Well,Yes,222691.11,780717.32,806
HH00628,Delhi,C,Urban,5,45819,28720,17099,Primary,Doctor,No,0,179.7,Well,No,1952097.96,432857.48,761
HH00629,Punjab,D,Rural,7,6343,6504,-161,Postgraduate,Doctor,No,3,700.7,Borewell,No,1681753.45,969125.04,497
HH00630,Karnataka,B,Urban,8,16574,15862,712,Secondary,Doctor,No,4,523.7,Borewell,No,1470333.74,23407.29,624
HH00631,Tamil Nadu,C,Urban,10,227373,137270,90103,Secondary,Engineer,No,2,353.0,Borewell,Yes,1430517.92,1309464.26,760
HH00632,Karnataka,A,Rural,4,162454,148535,13919,Secondary,Labor,No,3,395.3,Well,No,30009.77,1343748.68,814
HH00633,Gujarat,C,Rural,2,296919,268847,28072,Secondary,Engineer,No,3,461.8,Borewell,No,1321807.41,751445.1,628
HH00634,Maharashtra,D,Rural,6,291082,206342,84740,Secondary,Labor,No,1,728.1,Tanker,Yes,1222551.92,647084.34,745
HH00635,Punjab,B,Urban,7,40632,35429,5203,Primary,Farmer,Yes,0,619.1,Well,No,765801.93,958405.39,434
HH00636,Gujarat,D,Rural,3,198887,137675,61212,Primary,Farmer,Yes,1,54.7,Tanker,Yes,1614621.12,1286503.36,450
HH00637,Delhi,C,Rural,5,59516,60992,-1476,Postgraduate,Farmer,Yes,1,280.7,Tanker,Yes,1061145.47,994891.45,341
HH00638,Gujarat,B,Rural,7,163448,178539,-15091,Secondary,Engineer,Yes,0,845.6,Tanker,No,456820.58,504991.77,706
HH00639,Gujarat,B,Rural,1,226657,242566,-15909,Postgraduate,Business,Yes,1,764.7,Well,No,1341491.23,1406313.84,607
HH00640,Punjab,B,Rural,2,58624,60281,-1657,Graduate,Labor,No,4,102.4,Borewell,Yes,314365.4,480895.96,898
HH00641,Delhi,A,Rural,9,257878,200405,57473,Postgraduate,Engineer,Yes,3,419.4,Borewell,No,1268082.38,746465.03,853
HH00642,Tamil Nadu,A,Urban,3,58979,46147,12832,Secondary,Engineer,Yes,3,602.1,Well,Yes,889216.45,294795.03,755
HH00643,Delhi,A,Urban,7,126612,126161,451,Primary,Engineer,No,2,818.6,Well,No,1840485.51,1007007.58,308
HH00644,Punjab,C,Rural,7,181340,184651,-3311,Secondary,Labor,Yes,1,403.1,Well,No,576553.13,145098.7,388
HH00645,Tamil Nadu,B,Urban,9,161829,126932,34897,Graduate,Business,No,1,492.6,Well,Yes,1208256.32,88158.01,698
HH00646,Tamil Nadu,B,Urban,7,224432,208489,15943,Secondary,Student,No,1,635.9,Tanker,Yes,856190.7,948756.22,504
HH00647,Maharashtra,D,Rural,6,229054,160259,68795,Primary,Labor,No,4,563.9,Well,No,338470.22,831324.86,440
HH00648,Punjab,D,Rural,9,78934,44237,34697,Postgraduate,Student,No,1,631.7,Tap,Yes,231681.96,1229391.35,802
HH00649,Maharashtra,D,Urban,3,173985,128022,45963,Postgraduate,Business,Yes,1,773.2,Well,No,740773.99,274044.4,420
HH00650,Maharashtra,C,Rural,2,184959,149795,35164,Secondary,Business,Yes,0,423.9,Tanker,Yes,979572.64,84002.23,699
HH00651,Delhi,C,Urban,6,186205,152417,33788,Postgraduate,Student,Yes,4,787.8,Tanker,Yes,610726.77,80717.78,305
HH00652,Karnataka,C,Urban,4,16375,8954,7421,Graduate,Farmer,Yes,4,870.7,Borewell,Yes,1039194.84,373661.79,451
HH00653,Tamil Nadu,A,Urban,1,224435,101953,122482,Primary,Engineer,No,3,310.4,Well,No,346502.63,1064367.79,697
HH00654,Tamil Nadu,C,Urban,2,287672,204396,83276,Secondary,Business,No,0,148.3,Well,Yes,1037154.7,9359.28,719
HH00655,Gujarat,B,Rural,9,201284,139116,62168,Secondary,Teacher,Yes,3,883.3,Tap,No,194966.83,657197.38,332
HH00656,Karnataka,A,Rural,8,298340,308507,-10167,Secondary,Engineer,No,2,213.4,Borewell,Yes,1703268.42,1055136.53,319
HH00657,Punjab,B,Rural,4,225525,105188,120337,Graduate,Student,Yes,2,780.9,Borewell,Yes,1977581.61,353893.27,351
HH00658,Punjab,C,Urban,5,200625,201153,-528,Secondary,Engineer,Yes,4,194.5,Tanker,Yes,1406198.75,1064926.89,695
HH00659,Karnataka,C,Rural,9,68542,49199,19343,Secondary,Teacher,No,2,634.4,Tap,No,1404678.31,530725.23,333
HH00660,Tamil Nadu,B,Rural,4,61540,29494,32046,Postgraduate,Farmer,No,3,498.7,Tanker,No,291657.55,1452448.6,761
HH00661,Karnataka,D,Rural,8,63101,35541,27560,Primary,Farmer,Yes,3,241.7,Well,Yes,1994822.64,15464.8,577
HH00662,Maharashtra,D,Rural,2,260071,178484,81587,Secondary,Labor,Yes,4,158.8,Well,No,627039.87,1024582.53,800
HH00663,Gujarat,A,Rural,8,294646,278170,16476,Primary,Engineer,No,4,489.8,Borewell,No,1277202.25,1461931.06,854
HH00664,Karnataka,A,Rural,8,264186,279060,-14874,Postgraduate,Engineer,No,1,865.4,Tap,Yes,351095.32,786601.43,823
HH00665,Tamil Nadu,C,Rural,5,195557,150441,45116,Secondary,Engineer,No,1,347.4,Tanker,Yes,1426243.34,929281.53,868
HH00666,Maharashtra,A,Urban,3,29590,13014,16576,Primary,Labor,Yes,1,837.5,Well,Yes,556198.81,420898.08,506
HH00667,Karnataka,A,Urban,9,10520,4242,6278,Graduate,Doctor,Yes,1,469.1,Borewell,No,678257.67,391317.5,430
HH00668,Punjab,A,Urban,3,207296,155348,51948,Graduate,Engineer,No,1,698.5,Tap,Yes,1014197.16,693403.78,314
HH00669,Delhi,B,Rural,2,18887,17446,1441,Secondary,Doctor,Yes,2,728.9,Tap,No,1716291.88,875840.51,497
HH00670,Punjab,A,Urban,9,202652,180405,22247,Secondary,Business,Yes,1,437.1,Borewell,Yes,1550038.54,852037.11,392
HH00671,Tamil Nadu,B,Urban,8,257138,246646,10492,Graduate,Labor,Yes,4,83.0,Well,Yes,1980871.02,409277.94,365
HH00672,Punjab,C,Rural,3,138142,127069,11073,Secondary,Business,No,0,314.3,Borewell,No,1692439.32,1111372.36,349
HH00673,Tamil Nadu,B,Rural,1,69197,44946,24251,Graduate,Doctor,No,2,172.4,Tap,Yes,983331.17,1385066.61,713
HH00674,Punjab,C,Urban,10,277682,156910,120772,Graduate,Doctor,Yes,0,156.2,Tap,Yes,1371606.52,493716.27,632
HH00675,Tamil Nadu,D,Rural,6,67401,58785,8616,Primary,Teacher,Yes,2,163.7,Tap,Yes,1787594.61,956370.21,507
HH00676,Tamil Nadu,A,Urban,9,37728,28571,9157,Primary,Labor,Yes,0,323.6,Borewell,Yes,1244826.32,367408.46,794
HH00677,Tamil Nadu,C,Rural,10,130632,91530,39102,Graduate,Teacher,No,4,319.8,Tanker,Yes,741103.91,1022.26,384
HH00678,Gujarat,A,Urban,5,6371,3689,2682,Postgraduate,Student,Yes,2,854.0,Tap,No,1365222.96,685145.94,477
HH00679,Delhi,C,Rural,10,172588,162111,10477,Secondary,Teacher,Yes,0,590.8,Tanker,Yes,1837768.81,527109.4,822
HH00680,Maharashtra,A,Urban,5,9628,4022,5606,Postgraduate,Doctor,Yes,2,705.4,Borewell,No,1821263.45,300572.97,694
HH00681,Tamil Nadu,B,Rural,2,63596,63281,315,Graduate,Labor,Yes,4,689.0,Well,Yes,1143625.1,1374382.33,466
HH00682,Punjab,C,Urban,4,140342,131084,9258,Secondary,Farmer,Yes,3,32.0,Tanker,No,1354418.01,498843.03,779
HH00683,Tamil Nadu,D,Urban,3,10444,10784,-340,Secondary,Doctor,Yes,1,723.6,Tap,No,82228.77,654130.18,896
HH00684,Gujarat,A,Rural,9,266731,203144,63587,Graduate,Labor,No,3,797.1,Tanker,Yes,1844546.5,423231.34,574
HH00685,Maharashtra,D,Urban,8,118789,104968,13821,Secondary,Student,Yes,3,329.7,Tanker,No,724069.97,803325.41,837
HH00686,Gujarat,B,Rural,2,217204,157464,59740,Postgraduate,Student,Yes,4,779.0,Tanker,No,1735596.74,407435.17,683
HH00687,Karnataka,D,Urban,8,119044,114994,4050,Secondary,Labor,No,2,765.0,Borewell,No,1330430.81,165419.84,492
HH00688,Punjab,A,Rural,5,58854,53024,5830,Secondary,Farmer,No,4,447.4,Borewell,No,1981776.53,1110147.4,757
HH00689,Punjab,C,Rural,5,144096,155341,-11245,Secondary,Doctor,No,3,666.7,Tanker,No,992370.71,1273073.01,531
HH00690,Karnataka,C,Rural,10,241585,254535,-12950,Secondary,Labor,No,3,355.7,Well,Yes,565761.83,477146.14,434
HH00691,Karnataka,C,Urban,4,206943,144788,62155,Graduate,Labor,Yes,4,609.1,Borewell,No,1364311.53,860915.86,315
HH00692,Tamil Nadu,D,Urban,2,59917,52640,7277,Postgraduate,Engineer,Yes,0,673.5,Tap,Yes,1310552.49,1114148.6,375
HH00693,Tamil Nadu,C,Rural,10,37673,33387,4286,Secondary,Engineer,No,4,800.4,Well,Yes,389889.36,958534.04,885
HH00694,Tamil Nadu,C,Rural,2,156534,160016,-3482,Secondary,Business,Yes,4,497.7,Tap,No,1292551.66,490104.01,596
HH00695,Tamil Nadu,B,Rural,5,49969,40211,9758,Graduate,Farmer,No,2,205.5,Well,No,1603128.6,706004.04,647
HH00696,Punjab,D,Rural,1,121813,104997,16816,Primary,Business,No,4,143.1,Tanker,Yes,1415290.74,773734.77,429
HH00697,Maharashtra,D,Rural,7,8660,6616,2044,Graduate,Farmer,Yes,3,391.1,Well,Yes,1615751.02,1488620.39,588
HH00698,Gujarat,B,Urban,8,157322,130811,26511,Secondary,Business,No,0,218.1,Well,Yes,1898499.55,662971.76,496
HH00699,Delhi,C,Rural,2,97901,99171,-1270,Secondary,Farmer,No,2,108.6,Well,No,1575302.79,388423.58,647
HH00700,Gujarat,D,Rural,7,296500,193158,103342,Primary,Student,Yes,3,852.4,Tap,Yes,1924242.25,92953.51,535
HH00701,Gujarat,D,Rural,1,22843,9776,13067,Primary,Teacher,Yes,4,435.9,Borewell,No,1258428.09,1499889.36,636
HH00702,Punjab,C,Rural,6,199550,153552,45998,Secondary,Farmer,Yes,1,312.1,Borewell,Yes,1732449.07,300419.89,678
HH00703,Gujarat,A,Rural,9,194649,117920,76729,Postgraduate,Doctor,No,4,741.3,Borewell,Yes,1771359.3,342452.64,836
HH00704,Gujarat,A,Rural,1,281500,309353,-27853,Postgraduate,Teacher,Yes,1,219.9,Tanker,No,727009.39,401748.78,847
HH00705,Maharashtra,B,Rural,5,236996,135686,101310,Postgraduate,Student,Yes,4,327.1,Tanker,No,557366.42,134973.78,300
HH00706,Maharashtra,A,Rural,1,268584,121571,147013,Secondary,Business,No,2,527.0,Well,No,612489.44,38442.29,452
HH00707,Tamil Nadu,B,Urban,8,27975,26092,1883,Primary,Teacher,Yes,2,518.8,Tap,No,265286.34,1010611.07,312
HH00708,Karnataka,B,Urban,3,42686,28969,13717,Postgraduate,Student,Yes,1,681.2,Borewell,Yes,397348.56,1424137.55,646
HH00709,Karnataka,A,Rural,7,131529,126272,5257,Primary,Student,Yes,4,363.3,Tap,Yes,1360768.08,1067342.89,644
HH00710,Tamil Nadu,A,Urban,10,159275,80047,79228,Postgraduate,Student,No,4,37.8,Tap,Yes,1232971.39,1272988.91,830
HH00711,Karnataka,A,Rural,6,45643,21931,23712,Secondary,Engineer,Yes,1,96.9,Tanker,Yes,300810.42,49497.11,440
HH00712,Maharashtra,A,Rural,5,96873,104369,-7496,Secondary,Labor,Yes,2,355.1,Borewell,Yes,1219733.61,1268618.01,649
HH00713,Karnataka,C,Rural,9,6849,5913,936,Secondary,Doctor,No,3,838.3,Tap,Yes,1710160.89,1304538.62,602
HH00714,Delhi,D,Urban,7,10056,7924,2132,Secondary,Labor,No,1,757.0,Tap,Yes,1199578.71,807569.51,507
HH00715,Tamil Nadu,C,Urban,8,49609,50623,-1014,Secondary,Student,Yes,4,393.2,Tanker,No,203350.37,580029.87,608
HH00716,Delhi,A,Urban,9,201550,153826,47724,Graduate,Business,Yes,3,692.5,Borewell,Yes,1895223.47,78064.93,877
HH00717,Gujarat,C,Rural,2,226473,220695,5778,Primary,Teacher,No,3,424.5,Tanker,No,782744.95,1192385.06,515
HH00718,Maharashtra,B,Rural,1,84505,63774,20731,Secondary,Doctor,No,3,798.9,Tap,No,1236187.1,493149.99,656
HH00719,Punjab,C,Rural,7,285491,150085,135406,Primary,Business,No,1,110.8,Well,Yes,1414452.55,60908.25,436
HH00720,Tamil Nadu,C,Rural,5,87977,75173,12804,Graduate,Business,Yes,4,699.8,Tap,No,993690.6,477905.68,771
HH00721,Gujarat,A,Rural,2,142165,154531,-12366,Primary,Engineer,Yes,3,550.5,Tanker,No,819849.33,1230325.42,850
HH00722,Delhi,A,Rural,9,283614,234670,48944,Secondary,Doctor,No,3,286.3,Borewell,Yes,211998.13,1390805.15,383
HH00723,Delhi,A,Rural,3,112962,52069,60893,Postgraduate,Doctor,Yes,2,462.4,Tap,Yes,1795457.48,206291.95,500
HH00724,Tamil Nadu,B,Urban,6,180987,160764,20223,Secondary,Business,Yes,0,723.5,Tanker,Yes,1735386.46,437949.75,322
HH00725,Karnataka,A,Urban,1,40789,18553,22236,Postgraduate,Engineer,Yes,1,457.5,Tanker,Yes,1657595.31,938494.66,391
HH00726,Punjab,A,Urban,8,262394,166412,95982,Graduate,Labor,No,1,764.5,Tap,Yes,1349856.11,230880.26,550
HH00727,Gujarat,D,Rural,10,229572,165513,64059,Postgraduate,Business,No,3,854.3,Tap,Yes,1364530.91,1481007.82,581
HH00728,Punjab,B,Urban,2,225868,95552,130316,Secondary,Student,Yes,1,648.3,Tap,No,1490143.27,1192734.56,368
HH00729,Maharashtra,B,Rural,7,9617,7684,1933,Secondary,Student,No,3,679.1,Borewell,No,40444.55,458550.75,505
HH00730,Punjab,B,Urban,8,164446,126673,37773,Secondary,Student,No,0,323.1,Tanker,Yes,75229.95,1231948.23,759
HH00731,Delhi,B,Urban,2,42723,32135,10588,Graduate,Engineer,No,2,540.1,Well,Yes,109792.01,983192.89,372
HH00732,Gujarat,C,Rural,3,105175,76429,28746,Graduate,Business,Yes,3,320.8,Tap,Yes,963905.34,911430.79,408
HH00733,Maharashtra,B,Urban,2,22246,11850,10396,Secondary,Business,Yes,2,323.5,Borewell,No,1752929.94,260587.25,684
HH00734,Punjab,A,Rural,3,64745,36319,28426,Secondary,Labor,No,1,790.9,Tanker,Yes,1392664.74,589616.09,593
HH00735,Punjab,B,Rural,6,277777,172854,104923,Graduate,Doctor,Yes,1,775.6,Borewell,Yes,403526.69,1113540.78,785
HH00736,Gujarat,A,Rural,6,10121,6799,3322,Primary,Labor,Yes,2,318.0,Borewell,No,1173517.95,1489665.16,362
HH00737,Tamil Nadu,C,Urban,3,266449,266074,375,Primary,Labor,No,2,505.9,Tanker,No,1562137.86,1343133.76,547
HH00738,Karnataka,C,Rural,2,84282,87604,-3322,Graduate,Labor,No,4,836.0,Well,Yes,631397.28,42198.68,612
HH00739,Tamil Nadu,B,Rural,6,202676,159189,43487,Postgraduate,Farmer,Yes,1,314.1,Borewell,No,1402974.53,1061896.48,891
HH00740,Punjab,D,Rural,6,293455,158436,135019,Postgraduate,Teacher,Yes,3,627.3,Tanker,Yes,1948955.23,14785.59,399
HH00741,Maharashtra,C,Rural,1,104207,105102,-895,Secondary,Student,No,1,882.2,Tap,Yes,586598.5,118186.16,400
HH00742,Karnataka,A,Urban,8,44560,48969,-4409,Secondary,Business,No,1,781.9,Tap,Yes,290004.95,482467.84,441
HH00743,Gujarat,A,Urban,9,33260,28326,4934,Postgraduate,Teacher,Yes,3,458.3,Tanker,Yes,1338981.33,1415007.68,813
HH00744,Maharashtra,A,Rural,9,35496,32435,3061,Primary,Doctor,Yes,4,275.7,Tanker,No,1167049.77,328145.25,877
HH00745,Gujarat,A,Rural,3,77127,80195,-3068,Graduate,Labor,No,3,882.2,Tanker,Yes,485954.54,823523.81,669
HH00746,Punjab,C,Urban,3,94693,41883,52810,Secondary,Engineer,No,3,471.8,Well,No,1855547.21,627741.13,879
HH00747,Tamil Nadu,B,Urban,6,23482,12201,11281,Secondary,Student,No,4,222.9,Well,No,768929.96,1197836.11,332
HH00748,Delhi,D,Urban,7,253146,161279,91867,Secondary,Business,Yes,2,800.5,Tap,Yes,1110066.73,1454394.87,399
HH00749,Delhi,C,Urban,9,38208,18129,20079,Secondary,Doctor,Yes,1,470.3,Tanker,Yes,109997.76,811386.41,791
HH00750,Delhi,A,Rural,7,137915,74555,63360,Graduate,Business,No,4,795.2,Tanker,No,1916527.51,1326094.68,561
HH00751,Maharashtra,A,Rural,4,292328,136992,155336,Graduate,Farmer,Yes,4,283.0,Tap,No,520412.08,472451.72,840
HH00752,Delhi,D,Rural,8,155210,164135,-8925,Primary,Student,Yes,4,272.3,Well,Yes,1034043.84,1313475.64,750
HH00753,Karnataka,C,Rural,4,83064,47323,35741,Primary,Labor,No,1,575.8,Tap,Yes,329949.86,328803.66,477
HH00754,Maharashtra,D,Rural,8,43194,40575,2619,Graduate,Farmer,No,4,543.6,Tap,Yes,1683394.74,1345666.24,835
HH00755,Maharashtra,B,Urban,3,146023,61178,84845,Secondary,Doctor,No,2,349.7,Borewell,Yes,332834.97,728440.19,319
HH00756,Karnataka,B,Urban,2,37987,33037,4950,Secondary,Student,Yes,4,515.7,Borewell,No,850417.9,1484743.75,577
HH00757,Punjab,C,Urban,4,76623,81017,-4394,Graduate,Business,Yes,1,892.4,Borewell,No,1264047.67,1420442.94,746
HH00758,Maharashtra,D,Rural,2,187484,105914,81570,Primary,Labor,Yes,4,633.5,Tanker,Yes,1027980.35,614520.45,535
HH00759,Karnataka,B,Rural,9,267834,232777,35057,Secondary,Teacher,No,0,865.2,Tap,Yes,1066944.5,934373.12,660
HH00760,Maharashtra,C,Rural,1,174651,128650,46001,Graduate,Student,No,3,58.6,Tap,Yes,1835646.33,978241.65,384
HH00761,Delhi,C,Rural,7,89540,75791,13749,Graduate,Engineer,Yes,1,742.2,Tap,No,1925435.18,533101.9,484
HH00762,Karnataka,C,Rural,1,223591,124941,98650,Graduate,Teacher,Yes,1,76.1,Borewell,Yes,1570365.93,829825.01,391
HH00763,Punjab,D,Urban,8,160050,68535,91515,Postgraduate,Farmer,No,3,36.8,Well,Yes,698843.67,990087.54,584
HH00764,Gujarat,D,Urban,3,288857,236343,52514,Graduate,Engineer,No,4,727.0,Tap,Yes,1845224.18,5187.51,759
HH00765,Gujarat,A,Rural,4,220940,238380,-17440,Secondary,Teacher,Yes,4,851.6,Tanker,No,1469615.5,40566.27,576
HH00766,Tamil Nadu,B,Rural,4,204119,154401,49718,Secondary,Student,Yes,1,399.1,Tap,No,641600.64,489976.59,302
HH00767,Gujarat,C,Rural,5,204098,121896,82202,Postgraduate,Labor,No,1,538.7,Tap,No,1499291.79,500300.05,449
HH00768,Gujarat,D,Rural,4,242180,188678,53502,Postgraduate,Business,No,4,771.5,Well,No,596408.14,1433631.96,566
HH00769,Karnataka,B,Rural,3,142439,150235,-7796,Postgraduate,Labor,No,2,619.4,Tap,Yes,584112.14,680425.64,489
HH00770,Maharashtra,C,Urban,8,286509,294440,-7931,Primary,Business,Yes,2,222.0,Tap,Yes,29275.96,1476782.43,314
HH00771,Maharashtra,A,Urban,5,106981,56430,50551,Postgraduate,Student,No,0,580.5,Tanker,No,1154854.66,182003.65,743
HH00772,Maharashtra,D,Rural,2,166019,155790,10229,Postgraduate,Farmer,Yes,4,509.8,Tap,Yes,1398161.91,247289.75,712
HH00773,Tamil Nadu,D,Rural,9,171625,71456,100169,Secondary,Engineer,No,1,245.7,Tanker,No,78201.59,967342.14,375
HH00774,Maharashtra,B,Rural,7,231843,144703,87140,Postgraduate,Student,Yes,2,246.5,Tanker,Yes,1674164.2,369754.36,527
HH00775,Punjab,C,Urban,8,96914,95430,1484,Postgraduate,Doctor,Yes,4,202.4,Tap,Yes,1040301.59,386380.94,518
HH00776,Tamil Nadu,D,Urban,3,9515,9242,273,Graduate,Engineer,Yes,3,839.8,Tap,Yes,264935.33,1014817.78,465
HH00777,Gujarat,D,Urban,4,59303,56797,2506,Graduate,Engineer,Yes,4,106.1,Well,Yes,984847.69,1026780.5,408
HH00778,Punjab,D,Urban,3,262323,249977,12346,Postgraduate,Teacher,Yes,2,375.6,Borewell,Yes,1414509.3,723029.37,713
HH00779,Gujarat,A,Rural,7,71668,67312,4356,Secondary,Business,No,0,374.3,Tanker,No,1088467.97,1083002.35,450
HH00780,Punjab,B,Urban,2,56351,41742,14609,Postgraduate,Doctor,Yes,2,763.1,Well,Yes,1075918.27,452601.78,819
HH00781,Gujarat,A,Urban,5,79274,54401,24873,Postgraduate,Farmer,Yes,4,177.0,Well,Yes,1767032.91,1160566.65,670
HH00782,Gujarat,B,Urban,1,63076,57331,5745,Postgraduate,Teacher,No,1,247.5,Borewell,No,1145057.38,382229.86,369
HH00783,Tamil Nadu,A,Urban,3,164951,138999,25952,Postgraduate,Farmer,No,4,222.6,Borewell,Yes,267425.36,736251.37,314
HH00784,Punjab,A,Urban,8,61051,67042,-5991,Postgraduate,Teacher,Yes,1,846.4,Borewell,Yes,184795.56,941831.01,661
HH00785,Gujarat,D,Urban,8,124566,136280,-11714,Graduate,Doctor,Yes,0,835.8,Well,Yes,-251.29,243506.61,607
HH00786,Maharashtra,B,Urban,2,143805,101816,41989,Primary,Doctor,Yes,2,898.3,Borewell,Yes,1086740.87,729752.74,402
HH00787,Tamil Nadu,A,Rural,2,234217,208233,25984,Secondary,Business,Yes,3,831.0,Well,Yes,1406547.83,566499.53,680
HH00788,Gujarat,C,Rural,8,288719,259791,28928,Primary,Labor,Yes,2,328.8,Well,No,758979.81,430432.74,366
HH00789,Tamil Nadu,C,Urban,10,43780,44984,-1204,Secondary,Labor,No,1,378.6,Tanker,Yes,1603247.3,492223.78,327
HH00790,Maharashtra,A,Urban,8,204857,141482,63375,Graduate,Student,Yes,0,601.2,Well,Yes,1871886.57,1405229.56,330
HH00791,Gujarat,A,Urban,5,61752,30125,31627,Secondary,Business,No,2,393.9,Tap,Yes,1055413.93,621074.58,604
HH00792,Maharashtra,C,Urban,5,169569,134846,34723,Secondary,Student,No,2,639.0,Borewell,No,825555.9,1341205.87,557
HH00793,Punjab,D,Rural,1,98046,74769,23277,Secondary,Labor,No,3,400.3,Tanker,No,867669.19,16928.7,897
HH00794,Punjab,C,Rural,7,244780,237632,7148,Secondary,Labor,No,0,666.5,Well,No,717983.08,861686.15,846
HH00795,Tamil Nadu,B,Rural,8,223819,211660,12159,Postgraduate,Business,Yes,4,247.3,Well,Yes,1042591.42,1359059.18,448
HH00796,Delhi,C,Urban,1,36007,25687,10320,Postgraduate,Engineer,Yes,3,418.9,Well,No,457556.57,753295.68,614
HH00797,Gujarat,A,Urban,3,293393,296375,-2982,Postgraduate,Farmer,Yes,4,874.8,Well,No,1697554.81,76493.6,344
HH00798,Tamil Nadu,A,Urban,6,114787,53391,61396,Graduate,Engineer,Yes,3,315.5,Tanker,No,831373.66,1499114.01,378
HH00799,Gujarat,B,Urban,7,87034,65381,21653,Primary,Labor,No,0,120.6,Tap,No,989489.84,126723.61,513
HH00800,Delhi,A,Rural,7,255797,275381,-19584,Graduate,Doctor,No,0,690.6,Borewell,Yes,617501.3,151382.71,644
HH00801,Gujarat,A,Urban,3,204529,188879,15650,Graduate,Doctor,No,2,774.2,Well,Yes,1614377.79,844531.63,604
HH00802,Delhi,A,Urban,1,258136,158950,99186,Postgraduate,Teacher,Yes,1,323.0,Borewell,Yes,875801.08,1347955.89,304
HH00803,Maharashtra,A,Rural,10,43579,24682,18897,Secondary,Farmer,Yes,0,681.9,Well,No,1995584.84,1326843.37,317
HH00804,Gujarat,C,Urban,9,89606,54698,34908,Secondary,Teacher,No,1,372.3,Tanker,Yes,1317249.7,1364126.6,505
HH00805,Delhi,D,Rural,5,142946,130198,12748,Secondary,Business,Yes,0,292.2,Tanker,No,96919.13,1333283.58,744
HH00806,Gujarat,B,Rural,1,20919,14416,6503,Secondary,Farmer,Yes,0,419.3,Well,Yes,1262041.71,1264362.11,469
HH00807,Delhi,C,Rural,2,292166,182684,109482,Primary,Labor,No,2,442.7,Tap,Yes,390761.27,1487840.06,829
HH00808,Delhi,B,Urban,9,203786,158633,45153,Secondary,Doctor,No,1,316.1,Tap,Yes,281148.61,1097262.36,486
HH00809,Tamil Nadu,A,Rural,7,98941,60029,38912,Secondary,Business,Yes,1,144.0,Tanker,Yes,1262705.23,1378823.74,851
HH00810,Maharashtra,A,Urban,9,250839,237976,12863,Postgraduate,Business,No,2,644.5,Well,Yes,530127.1,1109991.74,636
HH00811,Maharashtra,B,Rural,3,227928,171170,56758,Secondary,Engineer,No,2,373.6,Tap,No,1895686.23,281034.55,550
HH00812,Tamil Nadu,C,Rural,1,15701,17069,-1368,Secondary,Farmer,Yes,1,214.0,Tanker,Yes,613765.66,563136.47,870
